pattern,unique_membership_queries,membership_queries,equivalence_queries
(((((a|b)*)(((a*)b)|ε))|(ba))|ε),101,101,2
(b((b*)((a|a)(b|ε)))),33,33,1
((b*)((b|b)((a|ε)((b|b)*)))),146,146,3
(((b*)|(((a*)(a*))*)|(b*)|(b*))|ε),163,163,3
((b(((((a*)a)*)|(b*))*))|ε),80,80,2
(((b*)|(((ab)|((b|ε)(b(a(a|b)))))*))|ε),102,102,2
((((b|(b|(b|a)))|ε)(a*))|ε),76,76,2
(((a*)|((a(b(a|ε)))*))((b*)a)),255,255,3
(((b|(b|a))*)(a(a(bb)))),130,130,2
(((((a*)b)|((a|ε)(a*)))b)|ε),33,33,1
(b((a((a|ε)((b(b*))*)))*)),87,87,2
(((((b*)|((ab)*))|ε)((b|ε)(b*)))*),160,160,3
(b((a|(a|(a|b)))(b(b|a)))),33,33,1
((((b|ε)(b*))*)(b*)),35,35,1
(((bb)*)((a*)a)),163,163,3
(b(b(a|(b|(b|(a|a)))))),33,33,1
(((((b*)|(b*))*)|((a(b*))*))|ε),146,146,3
((b|ε)(((b*)b)*)),73,73,2
(((b|(b|(b|((a|ε)(a*)))))|ε)(b|b)),33,33,1
((((b|(b|a))*)((b|ε)(a|ε)))*),76,76,2
(((b|ε)((b(b|ε))|ε))|ε),33,33,1
((((b|a)|ε)((a(b|ε))*))|ε),96,96,2
