pattern,unique_membership_queries,membership_queries,equivalence_queries,precision,recall,f1
(((b*)|(a*))(b*)),76,76,2,1.0,1.0,1.0
(((b*)|(b*))(a|ε)),76,76,2,0,0,0
(((b*)|(b*))(b|ε)),73,73,2,1.0,1.0,1.0
(((b*)|(b*))(a*)),76,76,2,1.0,1.0,1.0
(((b*)|(b*))(b*)),35,35,1,1.0,1.0,1.0
(a((a|(a|a))|ε)),33,33,1,0,0,0
(a((a|(a|b))|ε)),33,33,1,0,0,0
(a((a|(b|a))|ε)),33,33,1,0,0,0
(a((a|(b|b))|ε)),33,33,1,0,0,0
(a((b|(a|a))|ε)),33,33,1,0,0,0
(a((b|(a|b))|ε)),33,33,1,0,0,0
(a((b|(b|a))|ε)),33,33,1,0,0,0
(a((b|(b|b))|ε)),33,33,1,0,0,0
(a(((a*)|(a*))|ε)),76,76,2,1.0,1.0,1.0
(a(((a*)|(b*))|ε)),167,167,3,1.0,1.0,1.0
(a(((b*)|(a*))|ε)),167,167,3,1.0,1.0,1.0
(a(((b*)|(b*))|ε)),76,76,2,0,0,0
(a(((a|ε)a)|ε)),33,33,1,0,0.0,0
(a(((a|ε)b)|ε)),33,33,1,0,0,0
(a(((b|ε)a)|ε)),33,33,1,0,0,0
(a(((b|ε)b)|ε)),33,33,1,0,0,0
(a((a(a|ε))|ε)),33,33,1,0,0.0,0
(a((a(b|ε))|ε)),33,33,1,0,0,0
(a((a(a*))|ε)),33,33,1,0,0.0,0
(a((a(b*))|ε)),33,33,1,0,0,0
(a((b(a|ε))|ε)),33,33,1,0,0,0
(a((b(b|ε))|ε)),33,33,1,0,0,0
(a((b(a*))|ε)),33,33,1,0,0,0
(a((b(b*))|ε)),33,33,1,0,0.0,0
(a(((a*)a)|ε)),33,33,1,0,0.0,0
(a(((a*)b)|ε)),33,33,1,0,0,0
(a(((b*)a)|ε)),33,33,1,0,0.0,0
(a(((b*)b)|ε)),33,33,1,0,0.0,0
(a(a|(a*))),76,76,2,1.0,1.0,1.0
(a(a|(b*))),76,76,2,0,0,0
(a(b|(a*))),76,76,2,1.0,1.0,1.0
(a(b|(b*))),76,76,2,0,0,0
(a((a|(a|a))*)),76,76,2,1.0,1.0,1.0
(a((a|(a|b))*)),77,77,2,1.0,1.0,1.0
(a((a|(b|a))*)),77,77,2,1.0,1.0,1.0
(a((a|(b|b))*)),77,77,2,1.0,1.0,1.0
(a((b|(a|a))*)),77,77,2,1.0,1.0,1.0
(a((b|(a|b))*)),77,77,2,1.0,1.0,1.0
(a((b|(b|a))*)),77,77,2,1.0,1.0,1.0
(a((b|(b|b))*)),76,76,2,0,0,0
(a(((a*)|(a*))*)),76,76,2,1.0,1.0,1.0
(a(((a*)|(b*))*)),77,77,2,1.0,1.0,1.0
(a(((b*)|(a*))*)),77,77,2,1.0,1.0,1.0
(a(((b*)|(b*))*)),76,76,2,0,0,0
(a(((a|ε)a)*)),76,76,2,1.0,1.0,1.0
(a(((a|ε)b)*)),76,76,2,0,0,0
(a(((b|ε)a)*)),76,76,2,0,0,0
(a(((b|ε)b)*)),95,95,2,0,0,0
(a((a(a|ε))*)),76,76,2,1.0,1.0,1.0
(a((a(b|ε))*)),76,76,2,0,0,0
(a((a(a*))*)),76,76,2,1.0,1.0,1.0
(a((a(b*))*)),153,153,3,1.0,1.0,1.0
(a((b(a|ε))*)),76,76,2,0,0,0
(a((b(b|ε))*)),95,95,2,0,0,0
(a((b(a*))*)),82,82,2,1.0,1.0,1.0
(a((b(b*))*)),76,76,2,0,0,0
(a(((a*)a)*)),76,76,2,1.0,1.0,1.0
(a(((a*)b)*)),145,145,3,1.0,1.0,1.0
(a(((b*)a)*)),169,169,3,1.0,1.0,1.0
(a(((b*)b)*)),76,76,2,0,0,0
(b((a|(a|a))|ε)),33,33,1,0,0,0
(b((a|(a|b))|ε)),33,33,1,0,0,0
(b((a|(b|a))|ε)),33,33,1,0,0,0
(b((a|(b|b))|ε)),33,33,1,0,0,0
(b((b|(a|a))|ε)),33,33,1,0,0,0
(b((b|(a|b))|ε)),33,33,1,0,0,0
(b((b|(b|a))|ε)),33,33,1,0,0,0
(b((b|(b|b))|ε)),33,33,1,0,0,0
(b(((a*)|(a*))|ε)),80,80,2,1.0,1.0,1.0
(b(((a*)|(b*))|ε)),169,169,3,1.0,1.0,1.0
(b(((b*)|(a*))|ε)),169,169,3,1.0,1.0,1.0
(b(((b*)|(b*))|ε)),73,73,2,1.0,1.0,1.0
(b(((a|ε)a)|ε)),33,33,1,0,0,0
(b(((a|ε)b)|ε)),33,33,1,0,0,0
(b(((b|ε)a)|ε)),33,33,1,0,0,0
(b(((b|ε)b)|ε)),33,33,1,0,0,0
(b((a(a|ε))|ε)),33,33,1,0,0,0
(b((a(b|ε))|ε)),33,33,1,0,0,0
(b((a(a*))|ε)),33,33,1,0,0.0,0
(b((a(b*))|ε)),33,33,1,0,0,0
(b((b(a|ε))|ε)),33,33,1,0,0,0
(b((b(b|ε))|ε)),33,33,1,0,0,0
(b((b(a*))|ε)),33,33,1,0,0,0
(b((b(b*))|ε)),33,33,1,0,0.0,0
(b(((a*)a)|ε)),33,33,1,0,0.0,0
(b(((a*)b)|ε)),33,33,1,0,0.0,0
(b(((b*)a)|ε)),33,33,1,0,0,0
(b(((b*)b)|ε)),33,33,1,0,0.0,0
(b(a|(a*))),80,80,2,1.0,1.0,1.0
(b(a|(b*))),84,84,2,1.0,1.0,1.0
(b(b|(a*))),84,84,2,1.0,1.0,1.0
(b(b|(b*))),73,73,2,1.0,1.0,1.0
(b((a|(a|a))*)),80,80,2,1.0,1.0,1.0
(b((a|(a|b))*)),80,80,2,1.0,1.0,1.0
(b((a|(b|a))*)),80,80,2,1.0,1.0,1.0
(b((a|(b|b))*)),80,80,2,1.0,1.0,1.0
(b((b|(a|a))*)),80,80,2,1.0,1.0,1.0
(b((b|(a|b))*)),80,80,2,1.0,1.0,1.0
(b((b|(b|a))*)),80,80,2,1.0,1.0,1.0
(b((b|(b|b))*)),73,73,2,1.0,1.0,1.0
(b(((a*)|(a*))*)),80,80,2,1.0,1.0,1.0
(b(((a*)|(b*))*)),80,80,2,1.0,1.0,1.0
(b(((b*)|(a*))*)),80,80,2,1.0,1.0,1.0
(b(((b*)|(b*))*)),73,73,2,1.0,1.0,1.0
(b(((a|ε)a)*)),87,87,2,0,0.0,0
(b(((a|ε)b)*)),87,87,2,0,0,0
(b(((b|ε)a)*)),87,87,2,0,0,0
(b(((b|ε)b)*)),87,87,2,1.0,1.0,1.0
(b((a(a|ε))*)),87,87,2,0,0.0,0
(b((a(b|ε))*)),87,87,2,0,0,0
(b((a(a*))*)),80,80,2,1.0,1.0,1.0
(b((a(b*))*)),84,84,2,1.0,1.0,1.0
(b((b(a|ε))*)),87,87,2,0,0,0
(b((b(b|ε))*)),87,87,2,1.0,1.0,1.0
(b((b(a*))*)),149,149,3,1.0,1.0,1.0
(b((b(b*))*)),73,73,2,1.0,1.0,1.0
(b(((a*)a)*)),80,80,2,1.0,1.0,1.0
(b(((a*)b)*)),170,170,3,1.0,1.0,1.0
(b(((b*)a)*)),161,161,3,1.0,1.0,1.0
(b(((b*)b)*)),73,73,2,1.0,1.0,1.0
(((a|(a|a))*)a),76,76,2,1.0,1.0,1.0
(((a|(a|a))*)b),87,87,2,0,0,0
(((a|(a|b))*)a),35,35,1,1.0,1.0,1.0
(((a|(a|b))*)b),35,35,1,1.0,1.0,1.0
(((a|(b|a))*)a),35,35,1,1.0,1.0,1.0
(((a|(b|a))*)b),35,35,1,1.0,1.0,1.0
(((a|(b|b))*)a),35,35,1,1.0,1.0,1.0
(((a|(b|b))*)b),35,35,1,1.0,1.0,1.0
(((b|(a|a))*)a),35,35,1,1.0,1.0,1.0
(((b|(a|a))*)b),35,35,1,1.0,1.0,1.0
(((b|(a|b))*)a),35,35,1,1.0,1.0,1.0
(((b|(a|b))*)b),35,35,1,1.0,1.0,1.0
(((b|(b|a))*)a),35,35,1,1.0,1.0,1.0
(((b|(b|a))*)b),35,35,1,1.0,1.0,1.0
(((b|(b|b))*)a),76,76,2,0,0,0
(((b|(b|b))*)b),73,73,2,1.0,1.0,1.0
((((a*)|(a*))*)a),76,76,2,1.0,1.0,1.0
((((a*)|(a*))*)b),87,87,2,0,0,0
((((a*)|(b*))*)a),35,35,1,1.0,1.0,1.0
((((a*)|(b*))*)b),35,35,1,1.0,1.0,1.0
((((b*)|(a*))*)a),35,35,1,1.0,1.0,1.0
((((b*)|(a*))*)b),35,35,1,1.0,1.0,1.0
((((b*)|(b*))*)a),76,76,2,0,0,0
((((b*)|(b*))*)b),73,73,2,1.0,1.0,1.0
((a*)((aa)|ε)),33,33,1,0,0.0,0
((a*)((ab)|ε)),33,33,1,0,0,0
((a*)((ba)|ε)),33,33,1,0,0.0,0
((a*)((bb)|ε)),33,33,1,0,0,0
((a*)(a|(a|a))),76,76,2,1.0,1.0,1.0
((a*)(a|(a|b))),76,76,2,1.0,1.0,1.0
((a*)(a|(b|a))),76,76,2,1.0,1.0,1.0
((a*)(a|(b|b))),76,76,2,1.0,1.0,1.0
((a*)(b|(a|a))),76,76,2,1.0,1.0,1.0
((a*)(b|(a|b))),76,76,2,1.0,1.0,1.0
((a*)(b|(b|a))),76,76,2,1.0,1.0,1.0
((a*)(b|(b|b))),87,87,2,0,0,0
((a*)((a*)|(a*))),35,35,1,1.0,1.0,1.0
((a*)((a*)|(b*))),76,76,2,1.0,1.0,1.0
((a*)((b*)|(a*))),76,76,2,1.0,1.0,1.0
((a*)((b*)|(b*))),76,76,2,1.0,1.0,1.0
((a*)((aa)*)),35,35,1,1.0,1.0,1.0
((a*)((ab)*)),118,118,2,1.0,1.0,1.0
((a*)((ba)*)),80,80,2,1.0,1.0,1.0
((a*)((bb)*)),157,157,3,1.0,1.0,1.0
((b*)((aa)|ε)),147,147,3,1.0,1.0,1.0
((b*)((ab)|ε)),33,33,1,0,0,0
((b*)((ba)|ε)),33,33,1,0,0,0
((b*)((bb)|ε)),33,33,1,0,0.0,0
((b*)(a|(a|a))),76,76,2,0,0,0
((b*)(a|(a|b))),77,77,2,1.0,1.0,1.0
((b*)(a|(b|a))),77,77,2,1.0,1.0,1.0
((b*)(a|(b|b))),77,77,2,1.0,1.0,1.0
((b*)(b|(a|a))),77,77,2,1.0,1.0,1.0
((b*)(b|(a|b))),77,77,2,1.0,1.0,1.0
((b*)(b|(b|a))),77,77,2,1.0,1.0,1.0
((b*)(b|(b|b))),73,73,2,1.0,1.0,1.0
((b*)((a*)|(a*))),76,76,2,1.0,1.0,1.0
((b*)((a*)|(b*))),76,76,2,1.0,1.0,1.0
((b*)((b*)|(a*))),76,76,2,1.0,1.0,1.0
((b*)((b*)|(b*))),35,35,1,1.0,1.0,1.0
((b*)((aa)*)),141,141,3,1.0,1.0,1.0
((b*)((ab)*)),77,77,2,1.0,1.0,1.0
((b*)((ba)*)),35,35,1,1.0,1.0,1.0
((b*)((bb)*)),35,35,1,1.0,1.0,1.0
((((a|ε)a)*)a),76,76,2,1.0,1.0,1.0
((((a|ε)a)*)b),110,110,2,0,0,0
((((a|ε)b)*)a),76,76,2,0,0,0
((((a|ε)b)*)b),110,110,2,1.0,1.0,1.0
((((b|ε)a)*)a),76,76,2,0,0.0,0
((((b|ε)a)*)b),87,87,2,0,0,0
((((b|ε)b)*)a),76,76,2,0,0,0
((((b|ε)b)*)b),87,87,2,1.0,1.0,1.0
(((a(a|ε))*)a),76,76,2,1.0,1.0,1.0
(((a(a|ε))*)b),110,110,2,0,0,0
(((a(b|ε))*)a),76,76,2,0,0,0
(((a(b|ε))*)b),110,110,2,1.0,1.0,1.0
(((aa)*)(a|ε)),76,76,2,1.0,1.0,1.0
(((aa)*)(b|ε)),110,110,2,0,0,0
(((aa)*)(a*)),35,35,1,1.0,1.0,1.0
(((aa)*)(b*)),96,96,2,1.0,1.0,1.0
(((ab)*)(a|ε)),76,76,2,0,0,0
(((ab)*)(b|ε)),110,110,2,1.0,1.0,1.0
(((ab)*)(a*)),35,35,1,1.0,0.3333333333333333,0.5
(((ab)*)(b*)),96,96,2,1.0,1.0,1.0
(((a(a*))*)a),76,76,2,1.0,1.0,1.0
(((a(a*))*)b),87,87,2,0,0,0
(((a(b*))*)a),169,169,3,1.0,1.0,1.0
(((a(b*))*)b),173,173,3,1.0,1.0,1.0
(((b(a|ε))*)a),76,76,2,0,0.0,0
(((b(a|ε))*)b),87,87,2,0,0,0
(((b(b|ε))*)a),76,76,2,0,0,0
(((b(b|ε))*)b),87,87,2,1.0,1.0,1.0
(((ba)*)(a|ε)),76,76,2,0,0.0,0
(((ba)*)(b|ε)),87,87,2,0,0,0
(((ba)*)(a*)),101,101,2,1.0,1.0,1.0
(((ba)*)(b*)),35,35,1,1.0,1.0,1.0
(((bb)*)(a|ε)),76,76,2,0,0,0
(((bb)*)(b|ε)),87,87,2,1.0,1.0,1.0
(((bb)*)(a*)),103,103,2,1.0,1.0,1.0
(((bb)*)(b*)),35,35,1,1.0,1.0,1.0
(((b(a*))*)a),161,161,3,1.0,1.0,1.0
(((b(a*))*)b),170,170,3,1.0,1.0,1.0
(((b(b*))*)a),76,76,2,0,0,0
(((b(b*))*)b),73,73,2,1.0,1.0,1.0
((((a*)a)*)a),76,76,2,1.0,1.0,1.0
((((a*)a)*)b),87,87,2,0,0,0
((((a*)b)*)a),94,94,2,1.0,1.0,1.0
((((a*)b)*)b),87,87,2,1.0,1.0,1.0
((((b*)a)*)a),76,76,2,1.0,1.0,1.0
((((b*)a)*)b),77,77,2,1.0,1.0,1.0
((((b*)b)*)a),76,76,2,0,0,0
((((b*)b)*)b),73,73,2,1.0,1.0,1.0
((a|ε)((a|ε)(a|ε))),33,33,1,0,0.0,0
((a|ε)((a|ε)(b|ε))),33,33,1,0,0,0
((a|ε)((a|ε)(a*))),33,33,1,0,0.0,0
((a|ε)((a|ε)(b*))),33,33,1,0,0,0
((a|ε)((b|ε)(a|ε))),33,33,1,0,0,0
((a|ε)((b|ε)(b|ε))),33,33,1,0,0,0
((a|ε)((b|ε)(a*))),33,33,1,0,0,0
((a|ε)((b|ε)(b*))),33,33,1,0,0.0,0
((a|ε)((a*)(a|ε))),33,33,1,0,0.0,0
((a|ε)((a*)(b|ε))),33,33,1,0,0,0
((a|ε)((a*)(a*))),76,76,2,1.0,1.0,1.0
((a|ε)((a*)(b*))),76,76,2,1.0,1.0,1.0
((a|ε)((b*)(a|ε))),33,33,1,0,0.0,0
((a|ε)((b*)(b|ε))),33,33,1,0,0.0,0
((a|ε)((b*)(a*))),95,95,2,1.0,1.0,1.0
((a|ε)((b*)(b*))),76,76,2,0,0,0
((b|ε)((a|ε)(a|ε))),33,33,1,0,0,0
((b|ε)((a|ε)(b|ε))),33,33,1,0,0,0
((b|ε)((a|ε)(a*))),33,33,1,0,0.0,0
((b|ε)((a|ε)(b*))),33,33,1,0,0,0
((b|ε)((b|ε)(a|ε))),33,33,1,0,0,0
((b|ε)((b|ε)(b|ε))),33,33,1,0,0,0
((b|ε)((b|ε)(a*))),33,33,1,0,0,0
((b|ε)((b|ε)(b*))),33,33,1,0,0.0,0
((b|ε)((a*)(a|ε))),33,33,1,0,0.0,0
((b|ε)((a*)(b|ε))),33,33,1,0,0.0,0
((b|ε)((a*)(a*))),80,80,2,1.0,1.0,1.0
((b|ε)((a*)(b*))),145,145,3,1.0,1.0,1.0
((b|ε)((b*)(a|ε))),33,33,1,0,0,0
((b|ε)((b*)(b|ε))),33,33,1,0,0.0,0
((b|ε)((b*)(a*))),84,84,2,1.0,1.0,1.0
((b|ε)((b*)(b*))),73,73,2,1.0,1.0,1.0
((a|a)(aa)),33,33,1,0,0.0,0
((a|a)(ab)),33,33,1,0,0,0
((a|a)(ba)),33,33,1,0,0,0
((a|a)(bb)),33,33,1,0,0,0
((a|b)(aa)),33,33,1,0,0.0,0
((a|b)(ab)),33,33,1,0,0,0
((a|b)(ba)),33,33,1,0,0,0
((a|b)(bb)),33,33,1,0,0,0
((b|a)(aa)),33,33,1,0,0.0,0
((b|a)(ab)),33,33,1,0,0,0
((b|a)(ba)),33,33,1,0,0,0
((b|a)(bb)),33,33,1,0,0,0
((b|b)(aa)),33,33,1,0,0,0
((b|b)(ab)),33,33,1,0,0,0
((b|b)(ba)),33,33,1,0,0,0
((b|b)(bb)),33,33,1,0,0,0
(a((a|a)a)),33,33,1,0,0.0,0
(a((a|a)b)),33,33,1,0,0,0
(a((a|b)a)),33,33,1,0,0.0,0
(a((a|b)b)),33,33,1,0,0,0
(a((b|a)a)),33,33,1,0,0.0,0
(a((b|a)b)),33,33,1,0,0,0
(a((b|b)a)),33,33,1,0,0,0
(a((b|b)b)),33,33,1,0,0,0
(a(a(a|a))),33,33,1,0,0.0,0
(a(a(a|b))),33,33,1,0,0.0,0
(a(a(b|a))),33,33,1,0,0.0,0
(a(a(b|b))),33,33,1,0,0,0
(a(b(a|a))),33,33,1,0,0,0
(a(b(a|b))),33,33,1,0,0,0
(a(b(b|a))),33,33,1,0,0,0
(a(b(b|b))),33,33,1,0,0,0
(a(a(aa))),33,33,1,0,0,0
(a(a(ab))),33,33,1,0,0,0
(a(a(ba))),33,33,1,0,0,0
(a(a(bb))),33,33,1,0,0,0
(a(b(aa))),33,33,1,0,0,0
(a(b(ab))),33,33,1,0,0,0
(a(b(ba))),33,33,1,0,0,0
(a(b(bb))),33,33,1,0,0,0
(b((a|a)a)),33,33,1,0,0,0
(b((a|a)b)),33,33,1,0,0,0
(b((a|b)a)),33,33,1,0,0,0
(b((a|b)b)),33,33,1,0,0,0
(b((b|a)a)),33,33,1,0,0,0
(b((b|a)b)),33,33,1,0,0,0
(b((b|b)a)),33,33,1,0,0,0
(b((b|b)b)),33,33,1,0,0,0
(b(a(a|a))),33,33,1,0,0,0
(b(a(a|b))),33,33,1,0,0,0
(b(a(b|a))),33,33,1,0,0,0
(b(a(b|b))),33,33,1,0,0,0
(b(b(a|a))),33,33,1,0,0,0
(b(b(a|b))),33,33,1,0,0,0
(b(b(b|a))),33,33,1,0,0,0
(b(b(b|b))),33,33,1,0,0,0
(b(a(aa))),33,33,1,0,0,0
(b(a(ab))),33,33,1,0,0,0
(b(a(ba))),33,33,1,0,0,0
(b(a(bb))),33,33,1,0,0,0
(b(b(aa))),33,33,1,0,0,0
(b(b(ab))),33,33,1,0,0,0
(b(b(ba))),33,33,1,0,0,0
(b(b(bb))),33,33,1,0,0,0
((a*)((a|ε)(a|ε))),33,33,1,0,0.0,0
((a*)((a|ε)(b|ε))),33,33,1,0,0,0
((a*)((a|ε)(a*))),76,76,2,1.0,1.0,1.0
((a*)((a|ε)(b*))),76,76,2,1.0,1.0,1.0
((a*)((b|ε)(a|ε))),33,33,1,0,0.0,0
((a*)((b|ε)(b|ε))),33,33,1,0,0,0
((a*)((b|ε)(a*))),80,80,2,1.0,1.0,1.0
((a*)((b|ε)(b*))),73,73,2,1.0,1.0,1.0
((a*)((a*)(a|ε))),76,76,2,1.0,1.0,1.0
((a*)((a*)(b|ε))),87,87,2,0,0,0
((a*)((a*)(a*))),35,35,1,1.0,1.0,1.0
((a*)((a*)(b*))),76,76,2,1.0,1.0,1.0
((a*)((b*)(a|ε))),95,95,2,1.0,1.0,1.0
((a*)((b*)(b|ε))),73,73,2,1.0,1.0,1.0
((a*)((b*)(a*))),95,95,2,1.0,1.0,1.0
((a*)((b*)(b*))),76,76,2,1.0,1.0,1.0
((b*)((a|ε)(a|ε))),147,147,3,1.0,1.0,1.0
((b*)((a|ε)(b|ε))),33,33,1,0,0,0
((b*)((a|ε)(a*))),76,76,2,1.0,1.0,1.0
((b*)((a|ε)(b*))),76,76,2,1.0,1.0,1.0
((b*)((b|ε)(a|ε))),33,33,1,0,0,0
((b*)((b|ε)(b|ε))),33,33,1,0,0.0,0
((b*)((b|ε)(a*))),84,84,2,1.0,1.0,1.0
((b*)((b|ε)(b*))),73,73,2,1.0,1.0,1.0
((b*)((a*)(a|ε))),76,76,2,1.0,1.0,1.0
((b*)((a*)(b|ε))),90,90,2,1.0,1.0,1.0
((b*)((a*)(a*))),76,76,2,1.0,1.0,1.0
((b*)((a*)(b*))),95,95,2,1.0,1.0,1.0
((b*)((b*)(a|ε))),76,76,2,0,0,0
((b*)((b*)(b|ε))),73,73,2,1.0,1.0,1.0
((b*)((b*)(a*))),76,76,2,1.0,1.0,1.0
((b*)((b*)(b*))),35,35,1,1.0,1.0,1.0
((a|(a|(a|(a|a))))*),35,35,1,1.0,1.0,1.0
((a|(a|(a|(a|b))))*),33,33,1,1.0,1.0,1.0
((a|(a|(a|(b|a))))*),33,33,1,1.0,1.0,1.0
((a|(a|(a|(b|b))))*),33,33,1,1.0,1.0,1.0
((a|(a|(b|(a|a))))*),33,33,1,1.0,1.0,1.0
((a|(a|(b|(a|b))))*),33,33,1,1.0,1.0,1.0
((a|(a|(b|(b|a))))*),33,33,1,1.0,1.0,1.0
((a|(a|(b|(b|b))))*),33,33,1,1.0,1.0,1.0
((a|(b|(a|(a|a))))*),33,33,1,1.0,1.0,1.0
((a|(b|(a|(a|b))))*),33,33,1,1.0,1.0,1.0
((a|(b|(a|(b|a))))*),33,33,1,1.0,1.0,1.0
((a|(b|(a|(b|b))))*),33,33,1,1.0,1.0,1.0
((a|(b|(b|(a|a))))*),33,33,1,1.0,1.0,1.0
((a|(b|(b|(a|b))))*),33,33,1,1.0,1.0,1.0
((a|(b|(b|(b|a))))*),33,33,1,1.0,1.0,1.0
((a|(b|(b|(b|b))))*),33,33,1,1.0,1.0,1.0
((a|((a|ε)a))*),35,35,1,1.0,1.0,1.0
((a|((a|ε)b))*),82,82,2,1.0,1.0,1.0
((a|((b|ε)a))*),80,80,2,1.0,1.0,1.0
((a|((b|ε)b))*),82,82,2,1.0,1.0,1.0
((a|(a(a|ε)))*),35,35,1,1.0,1.0,1.0
((a|(a(b|ε)))*),82,82,2,1.0,1.0,1.0
((a|(a(a*)))*),35,35,1,1.0,1.0,1.0
((a|(a(b*)))*),80,80,2,1.0,1.0,1.0
((a|(b(a|ε)))*),80,80,2,1.0,1.0,1.0
((a|(b(b|ε)))*),82,82,2,1.0,1.0,1.0
((a|(b(a*)))*),33,33,1,1.0,1.0,1.0
((a|(b(b*)))*),33,33,1,1.0,1.0,1.0
((a|((a*)a))*),35,35,1,1.0,1.0,1.0
((a|((a*)b))*),33,33,1,1.0,1.0,1.0
((a|((b*)a))*),35,35,1,1.0,1.0,1.0
((a|((b*)b))*),33,33,1,1.0,1.0,1.0
((a|((a|a)*))*),35,35,1,1.0,1.0,1.0
((a|((a|b)*))*),33,33,1,1.0,1.0,1.0
((a|((b|a)*))*),33,33,1,1.0,1.0,1.0
((a|((b|b)*))*),33,33,1,1.0,1.0,1.0
((a|(a*)|(a*))*),35,35,1,1.0,1.0,1.0
((a|(a*)|(b*))*),33,33,1,1.0,1.0,1.0
((a|(b*)|(a*))*),33,33,1,1.0,1.0,1.0
((a|(b*)|(b*))*),33,33,1,1.0,1.0,1.0
((b|(a|(a|(a|a))))*),33,33,1,1.0,1.0,1.0
((b|(a|(a|(a|b))))*),33,33,1,1.0,1.0,1.0
((b|(a|(a|(b|a))))*),33,33,1,1.0,1.0,1.0
((b|(a|(a|(b|b))))*),33,33,1,1.0,1.0,1.0
((b|(a|(b|(a|a))))*),33,33,1,1.0,1.0,1.0
((b|(a|(b|(a|b))))*),33,33,1,1.0,1.0,1.0
((b|(a|(b|(b|a))))*),33,33,1,1.0,1.0,1.0
((b|(a|(b|(b|b))))*),33,33,1,1.0,1.0,1.0
((b|(b|(a|(a|a))))*),33,33,1,1.0,1.0,1.0
((b|(b|(a|(a|b))))*),33,33,1,1.0,1.0,1.0
((b|(b|(a|(b|a))))*),33,33,1,1.0,1.0,1.0
((b|(b|(a|(b|b))))*),33,33,1,1.0,1.0,1.0
((b|(b|(b|(a|a))))*),33,33,1,1.0,1.0,1.0
((b|(b|(b|(a|b))))*),33,33,1,1.0,1.0,1.0
((b|(b|(b|(b|a))))*),33,33,1,1.0,1.0,1.0
((b|(b|(b|(b|b))))*),35,35,1,1.0,1.0,1.0
((b|((a|ε)a))*),77,77,2,1.0,1.0,1.0
((b|((a|ε)b))*),83,83,2,1.0,1.0,1.0
((b|((b|ε)a))*),77,77,2,1.0,1.0,1.0
((b|((b|ε)b))*),35,35,1,1.0,1.0,1.0
((b|(a(a|ε)))*),77,77,2,1.0,1.0,1.0
((b|(a(b|ε)))*),83,83,2,1.0,1.0,1.0
((b|(a(a*)))*),33,33,1,1.0,1.0,1.0
((b|(a(b*)))*),33,33,1,1.0,1.0,1.0
((b|(b(a|ε)))*),77,77,2,1.0,1.0,1.0
((b|(b(b|ε)))*),35,35,1,1.0,1.0,1.0
((b|(b(a*)))*),77,77,2,1.0,1.0,1.0
((b|(b(b*)))*),35,35,1,1.0,1.0,1.0
((b|((a*)a))*),33,33,1,1.0,1.0,1.0
((b|((a*)b))*),35,35,1,1.0,1.0,1.0
((b|((b*)a))*),33,33,1,1.0,1.0,1.0
((b|((b*)b))*),35,35,1,1.0,1.0,1.0
((b|((a|a)*))*),33,33,1,1.0,1.0,1.0
((b|((a|b)*))*),33,33,1,1.0,1.0,1.0
((b|((b|a)*))*),33,33,1,1.0,1.0,1.0
((b|((b|b)*))*),35,35,1,1.0,1.0,1.0
((b|(a*)|(a*))*),33,33,1,1.0,1.0,1.0
((b|(a*)|(b*))*),33,33,1,1.0,1.0,1.0
((b|(b*)|(a*))*),33,33,1,1.0,1.0,1.0
((b|(b*)|(b*))*),35,35,1,1.0,1.0,1.0
(((aa)|(a*))*),35,35,1,1.0,1.0,1.0
(((aa)|(b*))*),77,77,2,1.0,1.0,1.0
(((ab)|(a*))*),82,82,2,1.0,1.0,1.0
(((ab)|(b*))*),83,83,2,1.0,1.0,1.0
(((ba)|(a*))*),80,80,2,1.0,1.0,1.0
(((ba)|(b*))*),77,77,2,1.0,1.0,1.0
(((bb)|(a*))*),82,82,2,1.0,1.0,1.0
(((bb)|(b*))*),35,35,1,1.0,1.0,1.0
(((a*)|((aa)*))*),35,35,1,1.0,1.0,1.0
(((a*)|((ab)*))*),82,82,2,1.0,1.0,1.0
(((a*)|((ba)*))*),80,80,2,1.0,1.0,1.0
(((a*)|((bb)*))*),82,82,2,1.0,1.0,1.0
(((b*)|((aa)*))*),77,77,2,1.0,1.0,1.0
(((b*)|((ab)*))*),83,83,2,1.0,1.0,1.0
(((b*)|((ba)*))*),77,77,2,1.0,1.0,1.0
(((b*)|((bb)*))*),35,35,1,1.0,1.0,1.0
((((aa)*)|(a*))*),35,35,1,1.0,1.0,1.0
((((aa)*)|(b*))*),77,77,2,1.0,1.0,1.0
((((ab)*)|(a*))*),82,82,2,1.0,1.0,1.0
((((ab)*)|(b*))*),83,83,2,1.0,1.0,1.0
((((ba)*)|(a*))*),80,80,2,1.0,1.0,1.0
((((ba)*)|(b*))*),77,77,2,1.0,1.0,1.0
((((bb)*)|(a*))*),82,82,2,1.0,1.0,1.0
((((bb)*)|(b*))*),35,35,1,1.0,1.0,1.0
((((a|a)|ε)(a|ε))*),76,76,2,0,0,0
((((a|a)|ε)(b|ε))*),83,83,2,1.0,1.0,1.0
((((a|a)|ε)(a*))*),35,35,1,1.0,1.0,1.0
((((a|a)|ε)(b*))*),80,80,2,1.0,1.0,1.0
((((a|b)|ε)(a|ε))*),76,76,2,1.0,1.0,1.0
((((a|b)|ε)(b|ε))*),83,83,2,1.0,1.0,1.0
((((a|b)|ε)(a*))*),33,33,1,1.0,1.0,1.0
((((a|b)|ε)(b*))*),33,33,1,1.0,1.0,1.0
((((b|a)|ε)(a|ε))*),76,76,2,1.0,1.0,1.0
((((b|a)|ε)(b|ε))*),83,83,2,1.0,1.0,1.0
